CAD_U|CASLC|WT50|RTQ|20160608234641|C-7A|16008363|FSR|CASLU2016006104//6/9/2016 12:11:44 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:01 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:08 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:08 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:10 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:11 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:22 AM
CAD_E|CASLC16008393//6/9/2016 10:02:26 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:02:36 AM
CAD_E|CASLO16008398|CASLU||20160609100039|OAR|OTH, REFERRAL|-120.676772|35.295435|525 CERRO ROMAULDO AVE |SLO|200 BLK CUESTA DR|226 BLK FERRINI RD|653_H_2|||||Command:SLO CITY;Pri Tactical:CALCORD;Alt Tactical:SLO TAC1;Air-to-Ground:CDF A/G 1;//6/9/2016 10:02:37 AM
CAD_E|CASLO16008398//6/9/2016 10:02:40 AM
CAD_E|CASLC16008393//6/9/2016 10:02:42 AM
CAD_E|CASLO16008398//6/9/2016 10:02:55 AM
CAD_U|CASLU|E3483|AOR|20160609095103|G-16A|||//6/9/2016 10:03:10 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:03:38 AM
CAD_E|CASLC16008396|CASLU2016006128|EMS3CDF/|20160609093246|MED|MEDICAL AID CODE 3|-120.683746|35.688332|6188 N RIVER RD ||700 BLK CLUBHOUSE DR|801 BLK WELLSONA RD|633_B_5/633_B_5||||E30|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G 1;//6/9/2016 10:03:38 AM
CAD_U|CASLC|E30|ONS|20160609094336|R-17A|16008396|MED|CASLU2016006128//6/9/2016 10:03:38 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:16 AM
CAD_U|CAFKU|E4364|AIQ|20160523060451|FKU-1A|||//6/9/2016 10:04:20 AM
CAD_U|CAFKU|E4364|AIQ|20160523060451|FKU-1A|||//6/9/2016 10:04:20 AM
CAD_U|CAFKU|E4364|AIQ|20160523060451|FKU-1A|||//6/9/2016 10:04:20 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:04:21 AM
CAD_U|CASLU|E3469|AOR|20160609094516|B-7A|||//6/9/2016 10:05:07 AM
CAD_E|CASLC16008396|CASLU2016006128|EMS3CDF/|20160609093246|MED|MEDICAL AID CODE 3|-120.683746|35.688332|6188 N RIVER RD ||700 BLK CLUBHOUSE DR|801 BLK WELLSONA RD|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G 1;//6/9/2016 10:07:45 AM
CAD_E|CASLC16008396|CASLU2016006128|EMS3CDF/|20160609093246|MED|MEDICAL AID CODE 3|-120.683746|35.688332|6188 N RIVER RD ||700 BLK CLUBHOUSE DR|801 BLK WELLSONA RD|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical:VFIRE22;Air-to-Ground:CDF A/G 1;//6/9/2016 10:07:45 AM
CAD_U|CASLC|E30|AOR|20160609100745|R-17A|||//6/9/2016 10:07:45 AM
CAD_E|CASLC16008396//6/9/2016 10:08:11 AM
CAD_E|CASLC16008396//6/9/2016 10:08:26 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 10:08:42 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 10:08:42 AM
CAD_U|CACDF|T80|AIQ|20160607162551|HAAB|||//6/9/2016 10:08:43 AM
CAD_U|CACDF|T80|AIQ|20160607162551|HAAB|||//6/9/2016 10:08:43 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 10:08:46 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 10:08:46 AM
CAD_U|CABEU|E4679|AIQ|20160608153848|BEU-30|||//6/9/2016 10:08:46 AM
CAD_U|CASLC|E21|AOR|20160609101100|A-22A|||//6/9/2016 10:11:00 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2||||E64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:12:52 AM
CAD_U|CAPSM|E64|RTQ|20160609101252|A-32M|16008397|MED|CASLU2016006129//6/9/2016 10:12:52 AM
CAD_E|CASLU16008399|CASLU||20160609101501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 10:15:01 AM
CAD_U|CAFKU|E4364|AIQ|20160523060451|FKU-1A|||//6/9/2016 10:15:08 AM
CAD_U|CAFKU|E4364|AIQ|20160523060451|FKU-1A|||//6/9/2016 10:15:08 AM
CAD_E|CASLU16008399|CASLU||20160609101501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 10:17:00 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:17:12 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:17:12 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:17:17 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:17:17 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:17:17 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:17:46 AM
CAD_E|CAPSM16008397|CASLU2016006129|MA|20160609095507|MED|MEDICAL AID CODE 3|-120.628463|35.141377|190 SURF ST |PB|350 BLK HIGHLAND DR|400 BLK VALLEY VIEW DR|714_D_2|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:17:46 AM
CAD_U|CAPSM|E64|AIQ|20160609101746|A-32M|||//6/9/2016 10:17:46 AM
CAD_E|CAPSM16008397//6/9/2016 10:18:05 AM
CAD_E|CASLU16008399|CASLU||20160609101501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//6/9/2016 10:18:08 AM
CAD_E|CASLU16008399//6/9/2016 10:18:14 AM
CAD_E|CAPSM16008397//6/9/2016 10:18:21 AM
CAD_E|CASLU16008399//6/9/2016 10:18:29 AM
CAD_U|CAPSM|LFG64|AIQ|20160609102043|A-32M|||//6/9/2016 10:20:42 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 10:22:19 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 10:22:19 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 10:22:19 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:24:10 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:24:10 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:24:15 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:24:15 AM
CAD_U|CABEU|E4694|AIQ|20160607194026|BEU-19|||//6/9/2016 10:24:15 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:24:15 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:24:15 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:24:15 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 10:26:20 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 10:26:20 AM
CAD_U|CAFKU|E4383|AIQ|20160520174508|FKU-1A|||//6/9/2016 10:26:20 AM
CAD_U|CAPSM|E64|AOR|20160609102958|A-32M|||//6/9/2016 10:29:57 AM
CAD_U|CALPF|T912|OFF//6/9/2016 10:32:06 AM
CAD_U|CASLU|E3482|AIQ|20160608145116|E-19B||OUT|//6/9/2016 10:32:50 AM
CAD_U|CASLU|E3482|AIQ|20160608145116|E-19B||OUT|//6/9/2016 10:32:59 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 10:33:41 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 10:33:41 AM
CAD_U|CAFKU|E4380|AIQ|20160604090444|FKU-1A|||//6/9/2016 10:33:41 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:52 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:52 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:52 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:58 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:58 AM
CAD_U|CABEU|E4674|AIQ|20160519182743|BEU35A|||//6/9/2016 10:34:58 AM
CAD_U|CASLU|E3468|AOR|20160609083225|A-36B||OUT|//6/9/2016 10:35:10 AM
CAD_U|CASLU|E3480|NOF|20160523190552|A-36B||OUT|//6/9/2016 10:35:32 AM
CAD_U|CASLU|E3482|AIQ|20160608145116|E-19B||OUT|//6/9/2016 10:35:37 AM
CAD_U|CASBY|ME15|AIQ|20160609092803|B-15A|||//6/9/2016 10:40:48 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:49:22 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:49:22 AM
CAD_U|CAFKU|E4354|AIQ|20160608085544|FKU-1A|||//6/9/2016 10:49:22 AM
CAD_E|CASLU16007857|CACDF2016000001|2016 Tactical Aircraft Mo|20160101064900|OAM|OTH, MISCELLANEOUS|-121.400000|38.660000|AMU - AVIATION MANAGMENT UNIT|||||||||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:50:52 AM
CAD_E|CASLU16007857|CACDF2016000001|2016 Tactical Aircraft Mo|20160101064900|OAM|OTH, MISCELLANEOUS|-121.400000|38.660000|AMU - AVIATION MANAGMENT UNIT|||||||||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//6/9/2016 10:50:52 AM
CAD_U|CACDF|AA504|AIQ|20160609105052|R-8A|||//6/9/2016 10:50:52 AM
CAD_U|CACDF|AA504|OFF//6/9/2016 10:50:55 AM
CAD_E|CASLU16007857//6/9/2016 10:51:03 AM
CAD_E|CASLU16007857//6/9/2016 10:51:18 AM
CAD_U|CALPF|HT793|AIQ|20160609105229|SMAAB|||//6/9/2016 10:52:29 AM
CAD_U|CALPF|HT793|AIQ|20160609105229|SMAAB|||//6/9/2016 10:52:38 AM
CAD_U|CASLU|E3483|AOR|20160609105254|G-16A|||//6/9/2016 10:52:54 AM
CAD_U|CASLU|E3483|AOR|20160609105254|G-16A|||//6/9/2016 10:52:54 AM
CAD_U|CASLU|E3469|AOR|20160609105312|B-7A|||//6/9/2016 10:53:12 AM
CAD_U|CASLU|E3469|AOR|20160609105312|B-7A|||//6/9/2016 10:53:12 AM
CAD_U|CASLC|E30|AOR|20160609100745|R-17A|||//6/9/2016 10:54:28 AM
CAD_U|CASLU|E3471|AOR|20160609105436|A-36B|||//6/9/2016 10:54:36 AM
CAD_U|CASLU|E3471|AOR|20160609105438|A-36B|||//6/9/2016 10:54:38 AM
CAD_U|CASLU|E3471|AOR|20160609105513|A-36B|||//6/9/2016 10:55:13 AM
CAD_U|CASLU|E3483|AIQ|20160609105708|G-16A|||//6/9/2016 10:57:08 AM
CAD_U|CASLC|ME20|AIQ|20160609083038|E-19B|||//6/9/2016 11:01:07 AM
CAD_U|CASLU|E3469|AIQ|20160609110225|B-7A|||//6/9/2016 11:02:25 AM
CAD_U|CASLU|D3441|AIQ|20160607195322|K-11C|||//6/9/2016 11:10:47 AM
CAD_U|CASLC|E62|AOR|20160609111141|A-24C|||//6/9/2016 11:11:41 AM
CAD_U|CASLC|BS62|AIQ|20160526045501|A-24C|||//6/9/2016 11:11:41 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 11:12:45 AM
CAD_U|CACDF|AA460|AIQ|20160531100148|HAAB|||//6/9/2016 11:12:45 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 11:12:45 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 11:12:45 AM
CAD_U|CACDF|C406|AIQ|20160606112638|BVHB|||//6/9/2016 11:12:45 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 11:12:46 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 11:12:46 AM
CAD_U|CACDF|C902|AIQ|20160606114409|BVHB|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4641|AIQ|20160606103329|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4643|AIQ|20160515093629|BEU-30|||//6/9/2016 11:12:46 AM
CAD_U|CAFKU|D4340|AIQ|20160522180050|FKU-1A|||//6/9/2016 11:12:46 AM
CAD_U|CAFKU|D4340|AIQ|20160522180050|FKU-1A|||//6/9/2016 11:12:46 AM
CAD_U|CAFKU|D4340|AIQ|20160522180050|FKU-1A|||//6/9/2016 11:12:46 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 11:12:47 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 11:12:47 AM
CAD_U|CABEU|D4645|AIQ|20160603133222|BEU-30|||//6/9/2016 11:12:47 AM
CAD_U|CASLU|E3461|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:47 AM
CAD_U|CASLU|E3461|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:47 AM
CAD_U|CASLU|E3461|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:47 AM
CAD_U|CASLU|E3461|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:47 AM
CAD_U|CASLU|E3465|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3466|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3470|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3470|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3470|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3470|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:48 AM
CAD_U|CASLU|E3472|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:49 AM
CAD_U|CASLU|E3472|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:49 AM
CAD_U|CASLU|E3472|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:49 AM
CAD_U|CASLU|E3472|ONS|20160608121350|OOU|16008328|OAC|CABEU2016002547//6/9/2016 11:12:49 AM
CAD_U|CAFKU|D4341|AIQ|20160515075330|FKU-1A|||//6/9/2016 11:12:49 AM
CAD_U|CAFKU|D4341|AIQ|20160515075330|FKU-1A|||//6/9/2016 11:12:49 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 11:12:50 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 11:12:50 AM
CAD_U|CAFKU|E4352|AIQ|20160608085544|FKU-2|||//6/9/2016 11:12:50 AM
CAD_U|CAFKU|E4353|AIQ|20160608085544|FKU-2|||//6/9/2016 11:12:50 AM
