CAD_E|CASLC11010192//11/8/2011 12:07:27 AM
CAD_U|CASLC|ME22|AIQ|20111108000731|N-3A|||//11/8/2011 12:07:27 AM
CAD_E|CASLC11010205|CASLU|EMS3CDF/|20111108120724|MED|MEDICAL AID CODE 3|-120.497985|35.036366|261 LEMA DR |NIP|799 BLK PALMER ST|260 BLK CROSBY WAY|756_A_3/18_T11N_R34W_S|||||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 12:08:00 PM
CAD_E|CASLC11010205|CASLU2011008899|EMS3CDF/|20111108120724|MED|MEDICAL AID CODE 3|-120.497985|35.036366|261 LEMA DR |NIP|799 BLK PALMER ST|260 BLK CROSBY WAY|756_A_3/18_T11N_R34W_S||||ME20|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 12:08:04 PM
CAD_E|CASLC11010205|CASLU2011008899|EMS3CDF/|20111108120724|MED|MEDICAL AID CODE 3|-120.497985|35.036366|261 LEMA DR |NIP|799 BLK PALMER ST|260 BLK CROSBY WAY|756_A_3/18_T11N_R34W_S||||ME20|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 12:08:04 PM
CAD_U|CASLC|ME20|DSP|20111108120808|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:08:04 PM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 12:09:03 PM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 12:09:03 PM
CAD_U|CACDF|AA430|AIQ|20110601153828|FAAB|||//11/8/2011 12:09:03 PM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 12:09:04 PM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 12:09:04 PM
CAD_U|CAFKU|D4340|AIQ|20110610132737|FKU-1A|||//11/8/2011 12:09:04 PM
CAD_U|CAFKU|D4341|AIQ|20110613140701|FKU-1A|||//11/8/2011 12:09:05 PM
CAD_U|CAFKU|D4341|AIQ|20110613140701|FKU-1A|||//11/8/2011 12:09:05 PM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//11/8/2011 12:09:06 PM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//11/8/2011 12:09:06 PM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 12:09:07 PM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 12:09:07 PM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//11/8/2011 12:09:07 PM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 12:09:08 PM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 12:09:08 PM
CAD_U|CABEU|D4643|AIQ|20110610132743|BEU-30|||//11/8/2011 12:09:08 PM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 12:09:10 PM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 12:09:10 PM
CAD_U|CABEU|D4645|AIQ|20110610132745|BEU-30|||//11/8/2011 12:09:10 PM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 12:09:11 PM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 12:09:11 PM
CAD_U|CABEU|E4660|AIQ|20110711141007|BEU-30|||//11/8/2011 12:09:11 PM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 12:09:12 PM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 12:09:12 PM
CAD_U|CABEU|E4661|AIQ|20110711141010|BEU-30|||//11/8/2011 12:09:12 PM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 12:09:13 PM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 12:09:13 PM
CAD_U|CABEU|E4663|AIQ|20110628162820|BEU-30|||//11/8/2011 12:09:13 PM
CAD_E|CASLC11010205|CASLU2011008899|EMS3CDF/|20111108120724|MED|MEDICAL AID CODE 3|-120.497985|35.036366|261 LEMA DR |NIP|799 BLK PALMER ST|260 BLK CROSBY WAY|756_A_3/18_T11N_R34W_S||||ME20|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 12:09:13 PM
CAD_U|CASLC|ME20|ENR|20111108120917|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:09:13 PM
CAD_U|CASLC|ME20|ENR|20111108120917|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:09:13 PM
CAD_U|CABEU|E4664|AIQ|20111015131220|BEU-31|||//11/8/2011 12:09:14 PM
CAD_U|CABEU|E4664|AIQ|20111015131220|BEU-31|||//11/8/2011 12:09:14 PM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:15 PM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:15 PM
CAD_U|CABEU|E4665|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:15 PM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 12:09:16 PM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 12:09:16 PM
CAD_U|CABEU|E4666|AIQ|20110628164015|BEU-30|||//11/8/2011 12:09:16 PM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 12:09:17 PM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 12:09:17 PM
CAD_U|CABEU|E4673|AIQ|20110704113147|BEU-30|||//11/8/2011 12:09:17 PM
CAD_U|CABEU|E4674|AIQ|20110607120339|BEU-30|||//11/8/2011 12:09:18 PM
CAD_U|CABEU|E4674|AIQ|20110607120339|BEU-30|||//11/8/2011 12:09:18 PM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:20 PM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:20 PM
CAD_U|CABEU|E4675|AIQ|20110610145524|BEU-30|||//11/8/2011 12:09:20 PM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 12:09:21 PM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 12:09:21 PM
CAD_U|CABEU|E4677|AIQ|20110610130926|BEU-30|||//11/8/2011 12:09:21 PM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 12:09:22 PM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 12:09:22 PM
CAD_U|CAFKU|E4352|AIQ|20111005134515|FKU-2|||//11/8/2011 12:09:22 PM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 12:09:23 PM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 12:09:23 PM
CAD_U|CAFKU|E4353|AIQ|20110610134626|FKU-2|||//11/8/2011 12:09:23 PM
CAD_U|CAFKU|E4354|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:24 PM
CAD_U|CAFKU|E4354|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:24 PM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 12:09:25 PM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 12:09:25 PM
CAD_U|CAFKU|E4361|AIQ|20110610130854|FKU-1A|||//11/8/2011 12:09:25 PM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 12:09:26 PM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 12:09:26 PM
CAD_U|CAFKU|E4362|AIQ|20110610130900|FKU-2|||//11/8/2011 12:09:26 PM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 12:09:27 PM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 12:09:27 PM
CAD_U|CAFKU|E4363|AIQ|20110610130902|FKU-2|||//11/8/2011 12:09:27 PM
CAD_U|CAFKU|E4364|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:28 PM
CAD_U|CAFKU|E4364|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:29 PM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 12:09:30 PM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 12:09:30 PM
CAD_U|CAFKU|E4368|AIQ|20110718132023|FKU-2|||//11/8/2011 12:09:30 PM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 12:09:31 PM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 12:09:31 PM
CAD_U|CAFKU|E4373|AIQ|20110727140735|FKU-2|||//11/8/2011 12:09:31 PM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 12:09:32 PM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 12:09:32 PM
CAD_U|CAFKU|E4382|AIQ|20110610131010|FKU-2|||//11/8/2011 12:09:32 PM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:33 PM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:33 PM
CAD_U|CAFKU|E4383|AIQ|20110610150044|FKU-1A|||//11/8/2011 12:09:33 PM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 12:09:34 PM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 12:09:34 PM
CAD_U|CAFKU|E4391|AIQ|20110610130913|FKU-2|||//11/8/2011 12:09:34 PM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 12:09:35 PM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 12:09:35 PM
CAD_U|CABEU|E4679|AIQ|20110628164019|BEU-30|||//11/8/2011 12:09:35 PM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 12:09:36 PM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 12:09:36 PM
CAD_U|CABEU|E4681|AIQ|20110610130930|BEU-30|||//11/8/2011 12:09:36 PM
CAD_U|CABEU|E4684|AIQ|20111028162418|BEU-35|||//11/8/2011 12:09:38 PM
CAD_U|CABEU|E4684|AIQ|20111028162418|BEU-35|||//11/8/2011 12:09:38 PM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 12:09:39 PM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 12:09:39 PM
CAD_U|CABEU|E4691|AIQ|20110628164022|BEU-30|||//11/8/2011 12:09:39 PM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 12:09:40 PM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 12:09:40 PM
CAD_U|CABEU|E4693|AIQ|20110530073250|BEU-30|||//11/8/2011 12:09:40 PM
CAD_U|CABEU|E4694|AIQ|20110725142733|BEU-30|||//11/8/2011 12:09:41 PM
CAD_U|CABEU|E4694|AIQ|20110725142733|BEU-30|||//11/8/2011 12:09:41 PM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 12:09:42 PM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 12:09:42 PM
CAD_U|CABEU|GAB1|AIQ|20110628164017|BEU-30|||//11/8/2011 12:09:42 PM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 12:09:43 PM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 12:09:43 PM
CAD_U|CABEU|GAB2|AIQ|20110628164018|BEU-30|||//11/8/2011 12:09:43 PM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 12:09:44 PM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 12:09:44 PM
CAD_U|CABEU|GAB3|AIQ|20110529223920|BEU-30|||//11/8/2011 12:09:44 PM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 12:09:45 PM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 12:09:45 PM
CAD_U|CABEU|GAB4|AIQ|20110628055945|BEU-30|||//11/8/2011 12:09:45 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CABEU|GAB5|AIQ|20110610130937|BEU-30|||//11/8/2011 12:09:46 PM
CAD_U|CACDF|T80|AIQ|20110628162623|HAAB|||//11/8/2011 12:09:48 PM
CAD_U|CACDF|T80|AIQ|20110628162623|HAAB|||//11/8/2011 12:09:48 PM
CAD_U|CACDF|T81|AIQ|20110628162625|HAAB|||//11/8/2011 12:09:49 PM
CAD_U|CACDF|T81|AIQ|20110628162625|HAAB|||//11/8/2011 12:09:49 PM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 12:09:50 PM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 12:09:50 PM
CAD_U|CAFKU|MIR1|AIQ|20110610130941|FKU-2|||//11/8/2011 12:09:50 PM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 12:09:51 PM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 12:09:51 PM
CAD_U|CAFKU|MIR2|AIQ|20110610130943|FKU-2|||//11/8/2011 12:09:51 PM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 12:09:52 PM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 12:09:52 PM
CAD_U|CAFKU|MIR3|AIQ|20110610130946|FKU-1A|||//11/8/2011 12:09:52 PM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 12:09:53 PM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 12:09:53 PM
CAD_U|CAFKU|MIR4|AIQ|20110610130948|FKU-2|||//11/8/2011 12:09:53 PM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 12:09:54 PM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 12:09:54 PM
CAD_U|CACDF|T78|AIQ|20110703175646|FAAB|||//11/8/2011 12:09:54 PM
CAD_E|CASLC11010205|CASLU2011008899|EMS3CDF/|20111108120724|MED|MEDICAL AID CODE 3|-120.497985|35.036366|261 LEMA DR |NIP|799 BLK PALMER ST|260 BLK CROSBY WAY|756_A_3/18_T11N_R34W_S||||ME20|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground: ;//11/8/2011 12:12:55 PM
CAD_U|CASLC|ME20|ONS|20111108121300|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:12:55 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:19 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:19 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:19 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:27 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:27 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:14:27 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:14:52 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:14:52 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:14:52 PM
CAD_U|CASLC|ME20|RTQ|20111108121557|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:15:53 PM
CAD_U|CASLC|ME20|ONS|20111108121600|E-19B|11010205|MED|CASLU2011008899//11/8/2011 12:15:56 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:17:47 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:17:47 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:17:47 PM
CAD_E|CASLU11010204|CASLU2011008898|CREEK|20111108115408|FFA|FIRE, FALSE ALARM|-120.735270|35.342399|2494 PENNINGTON CREEK RD |SLO_CO| UNNAMED RD| UNNAMED RD|633_A_2/06_T30S_R12E_M||||E3484,E5188|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:TAC2;//11/8/2011 12:19:28 PM
CAD_U|CASLU|B3412|AIQ|20111108121932|A-22B|||//11/8/2011 12:19:28 PM
CAD_E|CASLU11010204|CASLU2011008898|CREEK|20111108115408|FFA|FIRE, FALSE ALARM|-120.735270|35.342399|2494 PENNINGTON CREEK RD |SLO_CO| UNNAMED RD| UNNAMED RD|633_A_2/06_T30S_R12E_M||||E5188|Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:TAC2;//11/8/2011 12:19:55 PM
CAD_U|CASLU|E3484|AIQ|20111108121959|A-36B|||//11/8/2011 12:19:55 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:21:36 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:21:36 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:23:44 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:23:44 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:23:44 PM
CAD_U|CACMC|E5188|ONS|20111108120447|A-5B|11010204|FFA|CASLU2011008898//11/8/2011 12:24:42 PM
CAD_E|CASLC11010205//11/8/2011 12:28:58 PM
CAD_U|CASLC|ME20|AIQ|20111108122902|E-19B|||//11/8/2011 12:28:58 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:31:36 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:31:36 PM
CAD_E|CASLU11010204//11/8/2011 12:37:53 PM
CAD_U|CACMC|E5188|OFF//11/8/2011 12:37:53 PM
CAD_U|CACDF|C406|AIQ|20110906155506|BVHB|||//11/8/2011 12:48:08 PM
CAD_U|CACDF|C406|AIQ|20110906155506|BVHB|||//11/8/2011 12:48:08 PM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 12:48:09 PM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 12:48:09 PM
CAD_U|CABEU|D4641|AIQ|20111102085629|BEU-30|||//11/8/2011 12:48:09 PM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 12:48:10 PM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 12:48:10 PM
CAD_U|CABEU|D4643|AIQ|20110904172502|BEU-30|||//11/8/2011 12:48:10 PM
CAD_U|CABEU|D4645|AIQ|20110914150741|BEU-30|||//11/8/2011 12:48:11 PM
CAD_U|CABEU|D4645|AIQ|20110914150741|BEU-30|||//11/8/2011 12:48:11 PM
CAD_U|CABEU|D4645|AIQ|20110914150741|BEU-30|||//11/8/2011 12:48:11 PM
CAD_U|CABEU|E4656|AIQ|20111024081116|BEU-30|||//11/8/2011 12:48:12 PM
CAD_U|CABEU|E4656|AIQ|20111024081116|BEU-30|||//11/8/2011 12:48:12 PM
CAD_U|CABEU|E4656|AIQ|20111024081116|BEU-30|||//11/8/2011 12:48:12 PM
CAD_U|CABEU|E4660|AIQ|20110702081326|BEU-30|||//11/8/2011 12:48:13 PM
CAD_U|CABEU|E4660|AIQ|20110702081326|BEU-30|||//11/8/2011 12:48:13 PM
CAD_U|CABEU|E4660|AIQ|20110702081326|BEU-30|||//11/8/2011 12:48:13 PM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//11/8/2011 12:48:14 PM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//11/8/2011 12:48:14 PM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//11/8/2011 12:48:14 PM
CAD_U|CABEU|E4664|AIQ|20110914102104|BEU-31|||//11/8/2011 12:48:16 PM
CAD_U|CABEU|E4664|AIQ|20110914102104|BEU-31|||//11/8/2011 12:48:16 PM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 12:48:17 PM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 12:48:17 PM
CAD_U|CAFKU|D4340|AIQ|20110828161740|FKU-1A|||//11/8/2011 12:48:17 PM
CAD_U|CAFKU|D4341|AIQ|20111022081928|FKU-1A|||//11/8/2011 12:48:18 PM
CAD_U|CAFKU|D4341|AIQ|20111022081928|FKU-1A|||//11/8/2011 12:48:18 PM
CAD_U|CABEU|E4673|AIQ|20110731180118|BEU-30|||//11/8/2011 12:48:19 PM
CAD_U|CABEU|E4673|AIQ|20110731180118|BEU-30|||//11/8/2011 12:48:19 PM
CAD_U|CABEU|E4673|AIQ|20110731180118|BEU-30|||//11/8/2011 12:48:19 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:48:20 PM
CAD_U|CABEU|E4674|AIQ|20110904204426|BEU-30|||//11/8/2011 12:48:20 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:48:21 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:48:21 PM
CAD_U|CABEU|E4675|AIQ|20111024080933|BEU-30|||//11/8/2011 12:48:21 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:48:22 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:48:22 PM
CAD_U|CABEU|E4677|AIQ|20110723093608|BEU-30|||//11/8/2011 12:48:22 PM
CAD_U|CABEU|E4681|AIQ|20110826084338|BEU-30|||//11/8/2011 12:48:23 PM
CAD_U|CABEU|E4681|AIQ|20110826084338|BEU-30|||//11/8/2011 12:48:23 PM
CAD_U|CABEU|E4681|AIQ|20110826084338|BEU-30|||//11/8/2011 12:48:23 PM
CAD_U|CABEU|E4693|AIQ|20110702224734|BEU-30|||//11/8/2011 12:48:24 PM
CAD_U|CABEU|E4693|AIQ|20110702224734|BEU-30|||//11/8/2011 12:48:24 PM
CAD_U|CABEU|E4693|AIQ|20110702224734|BEU-30|||//11/8/2011 12:48:24 PM
CAD_U|CABEU|E4694|AIQ|20111030141517|BEU-30|||//11/8/2011 12:48:26 PM
CAD_U|CABEU|E4694|AIQ|20111030141517|BEU-30|||//11/8/2011 12:48:26 PM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 12:48:27 PM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 12:48:27 PM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//11/8/2011 12:48:27 PM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 12:48:28 PM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 12:48:28 PM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//11/8/2011 12:48:28 PM
CAD_U|CAFKU|E4354|AIQ|20110923225504|FKU-1A|||//11/8/2011 12:48:29 PM
CAD_U|CAFKU|E4354|AIQ|20110923225504|FKU-1A|||//11/8/2011 12:48:29 PM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 12:48:30 PM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 12:48:30 PM
CAD_U|CAFKU|E4383|AIQ|20111106105250|FKU-1A|||//11/8/2011 12:48:30 PM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 12:48:31 PM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 12:48:31 PM
CAD_U|CAFKU|E4391|AIQ|20111028104413|FKU-2|||//11/8/2011 12:48:31 PM
CAD_U|CABEU|GAB1|AIQ|20111018052030|BEU-30|||//11/8/2011 12:48:32 PM
CAD_U|CABEU|GAB1|AIQ|20111018052030|BEU-30|||//11/8/2011 12:48:32 PM
CAD_U|CABEU|GAB1|AIQ|20111018052030|BEU-30|||//11/8/2011 12:48:32 PM
CAD_U|CABEU|GAB2|AIQ|20111017073244|BEU-30|||//11/8/2011 12:48:33 PM
CAD_U|CABEU|GAB2|AIQ|20111017073244|BEU-30|||//11/8/2011 12:48:33 PM
CAD_U|CABEU|GAB2|AIQ|20111017073244|BEU-30|||//11/8/2011 12:48:33 PM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 12:48:35 PM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 12:48:35 PM
CAD_U|CABEU|GAB3|AIQ|20111107073408|BEU-30|||//11/8/2011 12:48:35 PM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 12:48:36 PM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 12:48:36 PM
CAD_U|CABEU|GAB4|AIQ|20111107073453|BEU-30|||//11/8/2011 12:48:36 PM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 12:48:37 PM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 12:48:37 PM
CAD_U|CABEU|GAB5|AIQ|20111107073525|BEU-30|||//11/8/2011 12:48:37 PM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 12:48:38 PM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 12:48:38 PM
CAD_U|CABEU|GAB6|AIQ|20111107073612|BEU-30|||//11/8/2011 12:48:38 PM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 12:48:39 PM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 12:48:39 PM
CAD_U|CABEU|HLT406|AIQ|20110623115130|BEU-30|||//11/8/2011 12:48:39 PM
CAD_U|CAFKU|MIR1|AIQ|20111107084550|FKU-2|||//11/8/2011 12:48:40 PM
