CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_E|CASLU15003291|CASLU2015002314|NEAL|20150307223549|FVP|FIRE, VEH PASSENGER|-120.668354|35.561882|2100 NEAL SPRING RD / 2000 EL POMAR DR |SLO_CO|||533_J_7|||||Command:LOCAL;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 12:00:02 AM
CAD_U|CASLC|E30|AOR|20150308000002|R-17A|||//3/8/2015 12:00:02 AM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:30:17 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:30:59 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:00 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:00 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:01 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:01 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:01 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.699578|35.179769|S HWY 101 /   AVILA BEACH DR ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:01 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:19 PM
CAD_U|CASLU|B3412|ENR|20150308132359|E-19C|15003313|MTCH|CASLU2015002329//3/8/2015 1:31:19 PM
CAD_U|CASLC|E62|ENR|20150308132642|A-24C|15003313|MTCH|CASLU2015002329//3/8/2015 1:31:19 PM
CAD_U|CAPSM|E63|ENR|20150308132516|A-32L|15003313|MTCH|CASLU2015002329//3/8/2015 1:31:19 PM
CAD_U|CAPSM|R64|ENR|20150308132523|A-32M|15003313|MTCH|CASLU2015002329//3/8/2015 1:31:19 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:26 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:26 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:28 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:28 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:35 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:36 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|OOA|OTH, ASSIST|-120.727177|35.320794|SAN JUAN ST / FRONT ST||||633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 1:31:36 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:37 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:31:38 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:02 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,R64,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:02 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:19 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:19 PM
CAD_U|CAPSM|R64|AIQ|20150308133218|A-32M|||//3/8/2015 1:32:19 PM
CAD_E|CASLC15003314|CASLU|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:29 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:37 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:37 PM
CAD_U|CAPSM|R64|DSP|20150308133236|A-32M|15003314|MED|CASLU2015002330//3/8/2015 1:32:37 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:32:37 PM
CAD_U|CAPSM|R64|DSP|20150308133236|A-32M|15003314|MED|CASLU2015002330//3/8/2015 1:32:37 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:33:19 PM
CAD_U|CAPSM|R64|ENR|20150308133319|A-32M|15003314|MED|CASLU2015002330//3/8/2015 1:33:19 PM
CAD_U|CAPSM|R64|ENR|20150308133319|A-32M|15003314|MED|CASLU2015002330//3/8/2015 1:33:19 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:33:23 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:33:35 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:33:35 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:33:49 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:35:00 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:35:04 PM
CAD_U|CAPSM|E63|ONS|20150308133504|A-32L|15003313|MTCH|CASLU2015002329//3/8/2015 1:35:04 PM
CAD_U|CASLC|E62|ONS|20150308133555|A-24C|15003313|MTCH|CASLU2015002329//3/8/2015 1:35:55 PM
CAD_U|CASLU|B3412|ONS|20150308133558|E-19C|15003313|MTCH|CASLU2015002329//3/8/2015 1:35:58 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||B3412,E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:36:02 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||E62,E63|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:36:58 PM
CAD_U|CASLU|B3412|AOR|20150308133658|E-19C|||//3/8/2015 1:36:58 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:40:57 PM
CAD_U|CAPSM|R64|ONS|20150308134057|A-32M|15003314|MED|CASLU2015002330//3/8/2015 1:40:57 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:41:00 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:41:01 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||E62|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:48:43 PM
CAD_U|CAPSM|E63|AIQ|20150308134842|A-32L|||//3/8/2015 1:48:43 PM
CAD_U|CASLU|E3470|AIQ|20150308132353|A-32L|||//3/8/2015 1:48:43 PM
CAD_U|CASLC|E62|ONS|20150308133555|A-24C|15003313|MTCH|CASLU2015002329//3/8/2015 1:56:00 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5||||E62|Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 1:56:31 PM
CAD_U|CASLC|E62|RTQ|20150308135631|A-24C|15003313|MTCH|CASLU2015002329//3/8/2015 1:56:31 PM
CAD_U|CAPSM|R64|ONS|20150308134057|A-32M|15003314|MED|CASLU2015002330//3/8/2015 2:00:58 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5||||R64|Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:01:33 PM
CAD_U|CAPSM|E64|AIQ|20150308140140|A-32M|||//3/8/2015 2:01:40 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:01:52 PM
CAD_E|CASLC15003314|CASLU2015002330|EMS2CDF/|20150308133124|MED|MEDICAL AID CODE 3|-120.735973|35.179453|2 SAN JUAN ST / 598 FRONT ST ||||633_B_5/633_B_5|||||Command:FIVE CITIES;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:01:52 PM
CAD_U|CAPSM|R64|AIQ|20150308140152|A-32M|||//3/8/2015 2:01:52 PM
CAD_E|CASLC15003314//3/8/2015 2:01:57 PM
CAD_E|CASLC15003314//3/8/2015 2:02:12 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5|||||Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:02:38 PM
CAD_E|CASLC15003313|CASLU2015002329|EMS3CDF/|20150308132250|MTCH|MED, T/C HWY-HIGH SPEED|-120.698309|35.199391|SB S HWY 101 /   SAN LUIS BAY DR OFF RAMP ||||633_B_5/633_B_5|||||Command:XSL CMD 4;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:02:38 PM
CAD_U|CASLC|E62|AIQ|20150308140238|A-24C|||//3/8/2015 2:02:38 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:08:32 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:08:32 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:08:33 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 2:09:55 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 2:09:55 PM
CAD_U|CABEU|D4643|AIQ|20150226075243|BEU-30|||//3/8/2015 2:09:55 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4661|AIQ|20150113150605|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4673|AIQ|20150119155153|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4675|AIQ|20150123101523|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4677|AIQ|20150123165645|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4693|AIQ|20150209092707|BEU-30|||//3/8/2015 2:09:56 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:09:57 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:09:57 PM
CAD_U|CABEU|E4694|AIQ|20150211132620|BEU-19|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4353|AIQ|20150225113327|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4354|AIQ|20150227180806|FKU-1A|||//3/8/2015 2:09:57 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 2:09:57 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 2:09:57 PM
CAD_U|CABEU|GAB3|AIQ|20150306072916|BEU-30|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4363|AIQ|20150227114737|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4368|AIQ|20150222081126|FKU-2|||//3/8/2015 2:09:57 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 2:09:59 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 2:09:59 PM
CAD_U|CAFKU|E4373|AIQ|20150220083211|FKU-2|||//3/8/2015 2:09:59 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CAFKU|E4382|AIQ|20150206203210|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CAFKU|MIR4|AIQ|20150305080705|FKU-2|||//3/8/2015 2:10:00 PM
CAD_U|CASLC|ME42|AIQ|20150308141342|I-11A|||//3/8/2015 2:13:43 PM
CAD_U|CASLC|ME42|AIQ|20150308141412|I-11A|||//3/8/2015 2:14:13 PM
CAD_E|CASLU15003315|CASLU||20150308141501|OAM|OTH, MISCELLANEOUS|-120.676175|35.301597|12 @ 635 N SANTA ROSA ST |SLO_CO| CAL FIRE SLU HEADQUARTERS DRIVEWAY| STENNER CREEK|653_H_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//3/8/2015 2:15:01 PM
CAD_E|CASLC15003313//3/8/2015 2:15:24 PM
CAD_E|CASLU15003315//3/8/2015 2:15:29 PM
CAD_E|CASLC15003316|CASLU|EMS3CDF/|20150308141533|OOA|OTH, ASSIST|-120.727177|35.320794|1405 TERESA RD||No Cross Street|SOUTH BAY BLVD|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 2:15:36 PM
CAD_E|CASLC15003316|CASLU|EMS3CDF/|20150308141533|OOA|OTH, ASSIST|-120.727177|35.320794|1405 TERESA RD||No Cross Street|SOUTH BAY BLVD|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 2:15:37 PM
CAD_E|CASLC15003313//3/8/2015 2:15:39 PM
CAD_E|CASLC15003316|CASLU|EMS3CDF/|20150308141533|OOA|OTH, ASSIST|-120.727177|35.320794|1405 TERESA RD||No Cross Street|SOUTH BAY BLVD|633_B_5/633_B_5||-120.727155|35.321198||Command: ;Pri Tactical: ;Alt Tactical: ;Air-to-Ground: ;//3/8/2015 2:15:39 PM
